code,year,sectordeflator_VA_P,sectordeflator_GO_P,sectordeflator_II_P,IP_GFCF_market,deflator,_fillin
58-60,2000,.9534,.9229295399999999,.8941541399999999,.8940202939151136,.83834,0
58-60,2001,.9711700000000001,.93794241,.90700046,.9037644157871479,.85512,0
58-60,2002,.9890099999999999,.95229957,.91869022,.910662003840373,.87283,0
58-60,2003,1.0122,.95340939,.9031718200000001,.9082883909713766,.88918,0
58-60,2004,.97717,.94150805,.90960397,.9174186755616884,.90381,0
58-60,2005,.96209,.9436951600000001,.92564118,.9359927419758036,.92134,0
58-60,2006,.95819,.95008708,.94035709,.9617287901985674,.94126,0
58-60,2007,.92376,.9581033800000001,.9835742500000001,.9772530754463074,.96539,0
58-60,2008,.9387000000000001,.9724902400000001,.99753768,.9907554992518763,.98836,0
58-60,2009,.99919,.99204799,.98638135,.9949341121793988,.98931,0
58-60,2010,1,1,1,1,1,0
58-60,2011,.99426,1.0125382,1.0282618,1.017739101505978,1.00943,0
58-60,2012,1.03535,1.04018464,1.04462355,1.028603410557745,1.02112,0
58-60,2013,1.06057,1.0528536,1.04680703,1.032626183369822,1.02905,0
58-60,2014,1.07453,1.05715773,1.04308787,1.031410048928839,1.03498,0
58-60,2015,1.08659,1.06440715,1.04633046,1.030898669860722,1.04687,0
58-60,2016,1.092267572789263,1.069968814539097,1.05179767150413,1.036285248272532,1.052340030670166,1
58-60,2017,1.097965815918668,1.07555072743115,1.057284787486038,1.041691437601208,1.057829976081848,1
58-60,2018,1.108417853611547,1.085789385666888,1.067349563903204,1.051607773804305,1.067899942398071,1
58-60,2019,1.123039421996775,1.100112453184029,1.081429384603225,1.065479938465869,1.081987023353577,1
61,1952,,,,,,1
61,1953,,,,,,1
61,1954,,,,,,1
61,1955,,,,,,1
61,1956,,,,,,1
61,1957,,,,,,1
61,1958,,,,,,1
61,1959,,,,,,1
61,1960,,,,,,1
61,1961,,,,,,1
61,1962,,,,,,1
61,1963,,,,,,1
61,1964,,,,,,1
61,1965,,,,,,1
61,1966,,,,,,1
61,1967,,,,,,1
61,1968,,,,,,1
61,1969,,,,,,1
61,1970,,,,,.15977,0
61,1971,,,,,.1692,0
61,1972,,,,,.18071,0
61,1973,,,,,.19492,0
61,1974,,,,,.21796,0
61,1975,1.115400316789863,.8690426572333686,.6809449504751848,,.24795,0
61,1976,1.23542,.9625536800000001,.75421622,,.27463,0
61,1977,1.36462,1.05610056,.81353937,,.29875,0
61,1978,1.45832,1.13797639,.8951126600000001,.3951031196971334,.32648,0
61,1979,1.57585,1.21342217,.9244147300000001,.4358744505676199,.36017,0
61,1980,1.60838,1.24923852,.97141521,.4960620120947767,.40227,0
61,1981,1.62643,1.27124672,1.00240523,.5597495450163303,.44932,0
61,1982,1.78994,1.37957787,1.05342558,.6326733277225651,.50367,0
61,1983,1.89509,1.44844691,1.08537306,.6865399134403484,.5523,0
61,1984,2.09967,1.59244555,1.17166327,.7293136586108311,.59137,0
61,1985,2.26235,1.71136202,1.25091071,.7617239994968514,.62363,0
61,1986,2.34897,1.73017862,1.17814559,.7895297251851026,.65524,0
61,1987,2.3555,1.72307364,1.15187315,.8088940468781413,.67156,0
61,1988,2.07896,1.51908773,1.01206254,.8283280733226913,.69313,0
61,1989,2.01352,1.48228435,1.00938673,.8498207447508541,.71599,0
61,1990,2.00092,1.47665917,1.01320223,.8586975808085746,.73511,0
61,1991,2.04714,1.51022935,1.0353037,.8821211351241308,.754,0
61,1992,2.07967,1.53173617,1.04523993,.8771932681420896,.769,0
61,1993,2.11403,1.54857735,1.04057061,.8696007063531881,.78161,0
61,1994,2.14934,1.57547829,1.06089379,.8679314860560655,.78893,0
61,1995,2.11769,1.55796814,1.05946104,.8673846057345996,.79798,0
61,1996,2.07884,1.53802741,1.06127913,.8731732364327884,.80889,0
61,1997,1.95788,1.44771112,.99757441,.8694265941298686,.81602,0
61,1998,1.81343,1.36352915,.97270631,.8661622825628201,.82379,0
61,1999,1.64991,1.27911702,.96175067,.8673886454625638,.8256,0
61,2000,1.43816,1.18253592,.9497304599999999,.8940202939151136,.83834,0
61,2001,1.33934,1.13058955,.93164676,.9037644157871479,.85512,0
61,2002,1.26519,1.10813069,.95667631,.910662003840373,.87283,0
61,2003,1.24778,1.10106674,.95888534,.9082883909713766,.88918,0
61,2004,1.22994,1.10317295,.9808858600000001,.9174186755616884,.90381,0
61,2005,1.23346,1.10844227,.9876260600000001,.9359927419758036,.92134,0
61,2006,1.08886,1.04722203,1.01069088,.9617287901985674,.94126,0
61,2007,1.06829,1.04061267,1.01830258,.9772530754463074,.96539,0
61,2008,1.0633,1.04649811,1.03484203,.9907554992518763,.98836,0
61,2009,1.08584,1.04057454,1.00380886,.9949341121793988,.98931,0
61,2010,1,1,1,1,1,0
61,2011,.8556,.92719977,.9912253099999999,1.017739101505978,1.00943,0
61,2012,.72919,.86629607,.99390874,1.028603410557745,1.02112,0
61,2013,.6954699999999999,.76468073,.82660898,1.032626183369822,1.02905,0
61,2014,.61275,.7119954300000001,.8031514300000001,1.031410048928839,1.03498,0
61,2015,.62471,.70139589,.77118601,1.030898669860722,1.04687,0
61,2016,.6279741902623625,.7050607739208579,.7752155562923791,1.036285248272532,1.052340030670166,1
61,2017,.6312502644627234,.7087390005851792,.7792597729545749,1.041691437601208,1.057829976081848,1
61,2018,.6372594238210084,.71548581058703,.7866779023729771,1.051607773804305,1.067899942398071,1
61,2019,.6456657592243668,.724924060497992,.7970552746872313,1.065479938465869,1.081987023353577,1
62-63,1952,,,,,,1
62-63,1953,,,,,,1
62-63,1954,,,,,,1
62-63,1955,,,,,,1
62-63,1956,,,,,,1
62-63,1957,,,,,,1
62-63,1958,,,,,,1
62-63,1959,,,,,,1
62-63,1960,,,,,,1
62-63,1961,,,,,,1
62-63,1962,,,,,,1
62-63,1963,,,,,,1
62-63,1964,,,,,,1
62-63,1965,,,,,,1
62-63,1966,,,,,,1
62-63,1967,,,,,,1
62-63,1968,,,,,,1
62-63,1969,,,,,,1
62-63,1970,,,,,.15977,0
62-63,1971,,,,,.1692,0
62-63,1972,,,,,.18071,0
62-63,1973,,,,,.19492,0
62-63,1974,,,,,.21796,0
62-63,1975,.2345426610348469,.2768631205913411,.4322173789862725,,.24795,0
62-63,1976,.25978,.30665424,.47872498,,.27463,0
62-63,1977,.28689,.33602365,.5132180000000001,,.29875,0
62-63,1978,.32003,.36773235,.53458782,.3951031196971334,.32648,0
62-63,1979,.36731,.40517599,.5379605399999999,.4358744505676199,.36017,0
62-63,1980,.41075,.45384549,.6049863,.4960620120947767,.40227,0
62-63,1981,.46036,.50502605,.6614705200000001,.5597495450163303,.44932,0
62-63,1982,.52034,.56512052,.72249462,.6326733277225651,.50367,0
62-63,1983,.5821999999999999,.6131678699999999,.7302283199999999,.6865399134403484,.5523,0
62-63,1984,.62488,.65524964,.77249802,.7293136586108311,.59137,0
62-63,1985,.65593,.6910795799999999,.8237580699999999,.7617239994968514,.62363,0
62-63,1986,.6987300000000001,.72373604,.8251822,.7895297251851026,.65524,0
62-63,1987,.7350100000000001,.7516998100000001,.82823904,.8088940468781413,.67156,0
62-63,1988,.7752800000000001,.78519963,.84145336,.8283280733226913,.69313,0
62-63,1989,.80408,.81407181,.87154378,.8498207447508541,.71599,0
62-63,1990,.84163,.83305795,.83788162,.8586975808085746,.73511,0
62-63,1991,.87402,.86391251,.86526705,.8821211351241308,.754,0
62-63,1992,.8922,.87135982,.8413727299999999,.8771932681420896,.769,0
62-63,1993,.9045099999999999,.87326853,.81394919,.8696007063531881,.78161,0
62-63,1994,.90931,.88463848,.84523307,.8679314860560655,.78893,0
62-63,1995,.91852,.8943818899999999,.8567464699999999,.8673846057345996,.79798,0
62-63,1996,.9357800000000001,.9065961299999999,.85649326,.8731732364327884,.80889,0
62-63,1997,.95209,.9207647799999999,.86591157,.8694265941298686,.81602,0
62-63,1998,.9732500000000001,.92940243,.84770616,.8661622825628201,.82379,0
62-63,1999,.99383,.94539708,.8547099300000001,.8673886454625638,.8256,0
62-63,2000,1.0654,.99740076,.87139804,.8940202939151136,.83834,0
62-63,2001,1.10387,1.02805808,.88937098,.9037644157871479,.85512,0
62-63,2002,1.12526,1.04584774,.90087959,.910662003840373,.87283,0
62-63,2003,1.06234,1.00643116,.90395453,.9082883909713766,.88918,0
62-63,2004,1.02388,.9898405300000001,.9287051099999999,.9174186755616884,.90381,0
62-63,2005,1.03088,.99761861,.9377912899999999,.9359927419758036,.92134,0
62-63,2006,1.0343,1.00667251,.95677846,.9617287901985674,.94126,0
62-63,2007,1.03843,1.017664,.98066632,.9772530754463074,.96539,0
62-63,2008,1.0162,1.00973371,.99874303,.9907554992518763,.98836,0
62-63,2009,1.00755,1.0037173,.99742458,.9949341121793988,.98931,0
62-63,2010,1,1,1,1,1,0
62-63,2011,1.0085,1.00822873,1.00778459,1.017739101505978,1.00943,0
62-63,2012,.9996200000000001,1.00594365,1.01645556,1.028603410557745,1.02112,0
62-63,2013,1.01758,1.01882254,1.02090747,1.032626183369822,1.02905,0
62-63,2014,1.00739,1.0082616,1.00969605,1.031410048928839,1.03498,0
62-63,2015,1.02052,1.01328504,1.00157679,1.030898669860722,1.04687,0
62-63,2016,1.025852348524189,1.01857958492575,1.006810157810546,1.036285248272532,1.052340030670166,1
62-63,2017,1.031204110530484,1.02389340570204,1.012062578744098,1.041691437601208,1.057829976081848,1
62-63,2018,1.041020613080974,1.033640314316799,1.021696864317676,1.051607773804305,1.067899942398071,1
62-63,2019,1.054753118412785,1.047275463274628,1.035174462609618,1.065479938465869,1.081987023353577,1
A,1952,,,,,,1
A,1953,,,,,,1
A,1954,,,,,,1
A,1955,,,,,,1
A,1956,,,,,,1
A,1957,,,,,,1
A,1958,,,,,,1
A,1959,,,,,,1
A,1960,,,,,,1
A,1961,,,,,,1
A,1962,,,,,,1
A,1963,,,,,,1
A,1964,,,,,,1
A,1965,,,,,,1
A,1966,,,,,,1
A,1967,,,,,,1
A,1968,,,,,,1
A,1969,,,,,,1
A,1970,,,,,.15977,0
A,1971,,,,,.1692,0
A,1972,,,,,.18071,0
A,1973,,,,,.19492,0
A,1974,,,,,.21796,0
A,1975,.7318962513199577,.5336752813621964,.4166052595564942,,.24795,0
A,1976,.81065,.59109999,.46143296,,.27463,0
A,1977,.84429,.57705534,.42866082,,.29875,0
A,1978,.8084600000000001,.5580357,.41798754,.3951031196971334,.32648,0
A,1979,.84407,.59114762,.44833162,.4358744505676199,.36017,0
A,1980,.85055,.63273815,.50282101,.4960620120947767,.40227,0
A,1981,.95121,.711452,.56759442,.5597495450163303,.44932,0
A,1982,1.07503,.7883917300000001,.6188723699999999,.6326733277225651,.50367,0
A,1983,1.13384,.86083981,.69395144,.6865399134403484,.5523,0
A,1984,1.09966,.87140963,.7251846199999999,.7293136586108311,.59137,0
A,1985,1.10716,.89302019,.75293277,.7617239994968514,.62363,0
A,1986,1.15232,.90696213,.75089006,.7895297251851026,.65524,0
A,1987,1.12233,.8833772000000001,.73138629,.8088940468781413,.67156,0
A,1988,1.1369,.9008318400000001,.7495413499999999,.8283280733226913,.69313,0
A,1989,1.29349,.98441692,.79266925,.8498207447508541,.71599,0
A,1990,1.28495,.94622726,.7392606399999999,.8586975808085746,.73511,0
A,1991,1.22457,.92776548,.74151807,.8821211351241308,.754,0
A,1992,1.09769,.88455942,.74546018,.8771932681420896,.769,0
A,1993,1.04408,.8777533099999999,.76358543,.8696007063531881,.78161,0
A,1994,1.12196,.91041549,.7715019700000001,.8679314860560655,.78893,0
A,1995,1.13121,.92563175,.78954323,.8673846057345996,.79798,0
A,1996,1.07261,.9150845400000001,.8065782,.8731732364327884,.80889,0
A,1997,1.08037,.92186676,.8126722599999999,.8694265941298686,.81602,0
A,1998,1.10394,.91170304,.78377151,.8661622825628201,.82379,0
A,1999,1.03036,.8723048400000001,.76527114,.8673886454625638,.8256,0
A,2000,1.02933,.88096075,.77940858,.8940202939151136,.83834,0
A,2001,1.1074,.92924765,.80938755,.9037644157871479,.85512,0
A,2002,1.03205,.91366114,.8314779099999999,.910662003840373,.87283,0
A,2003,1.15048,.9662110699999999,.8472638100000001,.9082883909713766,.88918,0
A,2004,.97637,.8982618600000001,.84671725,.9174186755616884,.90381,0
A,2005,.98997,.9183296,.8705929,.9359927419758036,.92134,0
A,2006,.93401,.90683435,.8871140900000001,.9617287901985674,.94126,0
A,2007,1.05089,.98439228,.9404289300000001,.9772530754463074,.96539,0
A,2008,.96991,.9910137299999999,1.00312887,.9907554992518763,.98836,0
A,2009,.77295,.9127178499999999,1.00878804,.9949341121793988,.98931,0
A,2010,1,1,1,1,1,0
A,2011,1.02105,1.05321207,1.07586795,1.017739101505978,1.00943,0
A,2012,1.11852,1.10847682,1.10482386,1.028603410557745,1.02112,0
A,2013,1.0334,1.09196175,1.13034485,1.032626183369822,1.02905,0
A,2014,.9809699999999999,1.04539074,1.08776557,1.031410048928839,1.03498,0
A,2015,1.04659,1.05854912,1.06673122,1.030898669860722,1.04687,0
A,2016,1.05205856763408,1.064080175577366,1.072305028104372,1.036285248272532,1.052340030670166,1
A,2017,1.0575470446832,1.069631368069637,1.07789912877278,1.041691437601208,1.057829976081848,1
A,2018,1.067614317646315,1.079813677222128,1.088160142512656,1.051607773804305,1.067899942398071,1
A,2019,1.081697630815306,1.094057916859159,1.102514483599806,1.065479938465869,1.081987023353577,1
B,1952,,,,,,1
B,1953,,,,,,1
B,1954,,,,,,1
B,1955,,,,,,1
B,1956,,,,,,1
B,1957,,,,,,1
B,1958,,,,,,1
B,1959,,,,,,1
B,1960,,,,,,1
B,1961,,,,,,1
B,1962,,,,,,1
B,1963,,,,,,1
B,1964,,,,,,1
B,1965,,,,,,1
B,1966,,,,,,1
B,1967,,,,,,1
B,1968,,,,,,1
B,1969,,,,,,1
B,1970,,,,,.15977,0
B,1971,,,,,.1692,0
B,1972,,,,,.18071,0
B,1973,,,,,.19492,0
B,1974,,,,,.21796,0
B,1975,.117181045406547,.2691780338965153,.4449215865364308,,.24795,0
B,1976,.12979,.29814222,.49279619,,.27463,0
B,1977,.13524,.32530063,.55061719,,.29875,0
B,1978,.14987,.35503164,.5960344599999999,.3951031196971334,.32648,0
B,1979,.16977,.3931136200000001,.65094896,.4358744505676199,.36017,0
B,1980,.20118,.47480563,.79693689,.4960620120947767,.40227,0
B,1981,.24092,.5896683500000001,1.01590279,.5597495450163303,.44932,0
B,1982,.27005,.68523246,1.21007892,.6326733277225651,.50367,0
B,1983,.29593,.73939533,1.29348787,.6865399134403484,.5523,0
B,1984,.31457,.78131043,1.36148506,.7293136586108311,.59137,0
B,1985,.32973,.8208996000000001,1.43260338,.7617239994968514,.62363,0
B,1986,.33348,.7483717,1.24103737,.7895297251851026,.65524,0
B,1987,.34093,.72191142,1.15824974,.8088940468781413,.67156,0
B,1988,.34819,.6331223,.9275308699999999,.8283280733226913,.69313,0
B,1989,.35607,.6338679700000001,.91535255,.8498207447508541,.71599,0
B,1990,.35886,.60517168,.8425156800000001,.8586975808085746,.73511,0
B,1991,.369,.59627259,.80589962,.8821211351241308,.754,0
B,1992,.36978,.6072550600000001,.83021744,.8771932681420896,.769,0
B,1993,.37376,.60959094,.82945624,.8696007063531881,.78161,0
B,1994,.3676700000000001,.60336142,.8245449100000001,.8679314860560655,.78893,0
B,1995,.36811,.59555311,.8061019899999999,.8673846057345996,.79798,0
B,1996,.36852,.60780394,.83425448,.8731732364327884,.80889,0
B,1997,.3706199999999999,.62099167,.8626619200000001,.8694265941298686,.81602,0
B,1998,.37539,.62478035,.86408984,.8661622825628201,.82379,0
B,1999,.37646,.62926154,.87279008,.8673886454625638,.8256,0
B,2000,.49826,.6976632600000001,.8664301299999999,.8940202939151136,.83834,0
B,2001,.5718299999999999,.74417492,.8814518200000001,.9037644157871479,.85512,0
B,2002,.61717,.7377011899999999,.82432513,.910662003840373,.87283,0
B,2003,.63507,.7408485899999999,.8145389000000001,.9082883909713766,.88918,0
B,2004,.6573,.7601802000000001,.83124125,.9174186755616884,.90381,0
B,2005,.7808799999999999,.8030082000000001,.82037922,.9359927419758036,.92134,0
B,2006,.81101,.87878231,.92786433,.9617287901985674,.94126,0
B,2007,.8736700000000001,.91603809,.9473944799999999,.9772530754463074,.96539,0
B,2008,.92958,.9620383699999999,.98624319,.9907554992518763,.98836,0
B,2009,.9467,.95796921,.96657631,.9949341121793988,.98931,0
B,2010,1,1,1,1,1,0
B,2011,1.00131,1.04997245,1.08521154,1.017739101505978,1.00943,0
B,2012,1.05079,1.08942618,1.11740106,1.028603410557745,1.02112,0
B,2013,1.10597,1.1098616,1.11611426,1.032626183369822,1.02905,0
B,2014,1.13365,1.11702591,1.11047385,1.031410048928839,1.03498,0
B,2015,1.12934,1.09029098,1.06920699,1.030898669860722,1.04687,0
B,2016,1.135240947048865,1.095987890886744,1.074793734321698,1.036285248272532,1.052340030670166,1
B,2017,1.141163377676573,1.101705542517843,1.080400818304321,1.041691437601208,1.057829976081848,1
B,2018,1.15202663267439,1.112193180374962,1.090685646768572,1.051607773804305,1.067899942398071,1
B,2019,1.167223461321968,1.126864550554944,1.10507330275864,1.065479938465869,1.081987023353577,1
C,1952,,,,,,1
C,1953,,,,,,1
C,1954,,,,,,1
C,1955,,,,,,1
C,1956,,,,,,1
C,1957,,,,,,1
C,1958,,,,,,1
C,1959,,,,,,1
C,1960,,,,,,1
C,1961,,,,,,1
C,1962,,,,,,1
C,1963,,,,,,1
C,1964,,,,,,1
C,1965,,,,,,1
C,1966,,,,,,1
C,1967,,,,,,1
C,1968,,,,,,1
C,1969,,,,,,1
C,1970,,,,,.15977,0
C,1971,,,,,.1692,0
C,1972,,,,,.18071,0
C,1973,,,,,.19492,0
C,1974,,,,,.21796,0
C,1975,.3896344244984161,.3517494647835269,.3376731673178459,,.24795,0
C,1976,.43156,.38959853,.37400759,,.27463,0
C,1977,.4668,.42465077,.40900565,,.29875,0
C,1978,.51813,.45874167,.43658224,.3951031196971334,.32648,0
C,1979,.56533,.5035344700000001,.48048217,.4358744505676199,.36017,0
C,1980,.62842,.57095739,.5494538099999999,.4960620120947767,.40227,0
C,1981,.6986,.6395558299999999,.61741592,.5597495450163303,.44932,0
C,1982,.77759,.7094043800000001,.6838562400000001,.6326733277225651,.50367,0
C,1983,.84909,.76042464,.72725255,.6865399134403484,.5523,0
C,1984,.91116,.81506357,.7791183100000001,.7293136586108311,.59137,0
C,1985,.96749,.85085869,.80739664,.7617239994968514,.62363,0
C,1986,1.02189,.82952274,.75911963,.7895297251851026,.65524,0
C,1987,1.04475,.83106831,.75315506,.8088940468781413,.67156,0
C,1988,1.07312,.8506141700000001,.7695296,.8283280733226913,.69313,0
C,1989,1.09467,.88326714,.80599805,.8498207447508541,.71599,0
C,1990,1.11883,.89306043,.8106316800000001,.8586975808085746,.73511,0
C,1991,1.13824,.89554648,.80712231,.8821211351241308,.754,0
C,1992,1.14691,.8906196300000001,.7973884999999999,.8771932681420896,.769,0
C,1993,1.14274,.87332298,.77541308,.8696007063531881,.78161,0
C,1994,1.11419,.8721025099999999,.7838999099999999,.8679314860560655,.78893,0
C,1995,1.11875,.88888155,.8049738200000001,.8673846057345996,.79798,0
C,1996,1.10626,.8876401799999999,.8077722000000001,.8731732364327884,.80889,0
C,1997,1.11066,.8928405100000001,.8132430100000001,.8694265941298686,.81602,0
C,1998,1.10274,.8753920399999999,.7925548499999999,.8661622825628201,.82379,0
C,1999,1.08526,.86870379,.78959998,.8673886454625638,.8256,0
C,2000,1.09287,.9087184399999999,.84032943,.8940202939151136,.83834,0
C,2001,1.08896,.91446862,.8492781100000001,.9037644157871479,.85512,0
C,2002,1.08903,.90609774,.83805569,.910662003840373,.87283,0
C,2003,1.05354,.9022079,.8456869399999999,.9082883909713766,.88918,0
C,2004,1.04146,.91435227,.86669849,.9174186755616884,.90381,0
C,2005,1.02445,.93667997,.9036762,.9359927419758036,.92134,0
C,2006,1.00056,.95908859,.94345754,.9617287901985674,.94126,0
C,2007,1.0213,.98094149,.9657302900000001,.9772530754463074,.96539,0
C,2008,1.03447,1.01925471,1.0134192,.9907554992518763,.98836,0
C,2009,1.01982,.97093322,.9514127999999999,.9949341121793988,.98931,0
C,2010,1,1,1,1,1,0
C,2011,.9989400000000001,1.04680671,1.06615816,1.017739101505978,1.00943,0
C,2012,1.01188,1.06792741,1.09069769,1.028603410557745,1.02112,0
C,2013,1.02524,1.06238708,1.07709109,1.032626183369822,1.02905,0
C,2014,1.01961,1.05003151,1.06190749,1.031410048928839,1.03498,0
C,2015,1.01822,1.03037279,1.03446472,1.030898669860722,1.04687,0
C,2016,1.023540330727766,1.035756620621763,1.039869931483379,1.036285248272532,1.052340030670166,1
C,2017,1.028880031184445,1.041160052156511,1.04529482172105,1.041691437601208,1.057829976081848,1
C,2018,1.038674409762974,1.051071329859047,1.055245460182102,1.051607773804305,1.067899942398071,1
C,2019,1.052375965419851,1.064936418081156,1.069165610970885,1.065479938465869,1.081987023353577,1
D-E,1952,,,,,,1
D-E,1953,,,,,,1
D-E,1954,,,,,,1
D-E,1955,,,,,,1
D-E,1956,,,,,,1
D-E,1957,,,,,,1
D-E,1958,,,,,,1
D-E,1959,,,,,,1
D-E,1960,,,,,,1
D-E,1961,,,,,,1
D-E,1962,,,,,,1
D-E,1963,,,,,,1
D-E,1964,,,,,,1
D-E,1965,,,,,,1
D-E,1966,,,,,,1
D-E,1967,,,,,,1
D-E,1968,,,,,,1
D-E,1969,,,,,,1
D-E,1970,,,,,.15977,0
D-E,1971,,,,,.1692,0
D-E,1972,,,,,.18071,0
D-E,1973,,,,,.19492,0
D-E,1974,,,,,.21796,0
D-E,1975,.273459910448372,.2280955888676147,.1910852456228876,,.24795,0
D-E,1976,.302884836484922,.252639207786703,.211646465034941,,.27463,0
D-E,1977,.32547258126399,.271242957393,.227142971460679,,.29875,0
D-E,1978,.351457372778034,.292608035262788,.244849546548614,.3951031196971334,.32648,0
D-E,1979,.397484900201808,.322322115636224,.264422609329376,.4358744505676199,.36017,0
D-E,1980,.498318102050452,.39773818770101,.3223670094119629,.4960620120947767,.40227,0
D-E,1981,.588068824015488,.46522982839337,.374401794049829,.5597495450163303,.44932,0
D-E,1982,.671673634668691,.532752780845168,.429741411551494,.6326733277225651,.50367,0
D-E,1983,.7485705621235169,.583086905548874,.462875902722912,.6865399134403484,.5523,0
D-E,1984,.8171052439431961,.6296896905551229,.49520594151245,.7293136586108311,.59137,0
D-E,1985,.8738560144688481,.6667696545687051,.519936495945128,.7617239994968514,.62363,0
D-E,1986,.861580930933582,.647193146295267,.497218269029623,.7895297251851026,.65524,0
D-E,1987,.823338782310472,.6248128746531151,.484989796567438,.8088940468781413,.67156,0
D-E,1988,.8184363882042309,.631710402064974,.4991737497773039,.8283280733226913,.69313,0
D-E,1989,.817209629777415,.64799940330721,.52709752039806,.8498207447508541,.71599,0
D-E,1990,.837253837525744,.6737825865786721,.557126316121801,.8586975808085746,.73511,0
D-E,1991,.856092311489128,.693602710519704,.577810085259403,.8821211351241308,.754,0
D-E,1992,.8902693741833489,.706679576132981,.574808474618978,.8771932681420896,.769,0
D-E,1993,.914952262337458,.7204658773205951,.580747488714224,.8696007063531881,.78161,0
D-E,1994,.918865892669143,.726131292532422,.587912951729591,.8679314860560655,.78893,0
D-E,1995,.9070838089634741,.7272634776047591,.598433678607091,.8673846057345996,.79798,0
D-E,1996,.906307089188903,.731686837781154,.606804146984421,.8731732364327884,.80889,0
D-E,1997,.8965628251600031,.7355500653899451,.620533341865505,.8694265941298686,.81602,0
D-E,1998,.878624223976627,.72500403051371,.615623389876916,.8661622825628201,.82379,0
D-E,1999,.845317462629655,.711997100891658,.618478595831221,.8673886454625638,.8256,0
D-E,2000,.834879388762155,.727100129195599,.653779437121388,.8940202939151136,.83834,0
D-E,2001,.810711559599679,.749144418438268,.712141486110648,.9037644157871479,.85512,0
D-E,2002,.8165062059871749,.7526258504807321,.714135248681025,.910662003840373,.87283,0
D-E,2003,.8228553996698299,.7692164020114469,.740655469692724,.9082883909713766,.88918,0
D-E,2004,.847901524489495,.7779722381726389,.736815048165027,.9174186755616884,.90381,0
D-E,2005,.895082736870811,.8253984759467581,.7856292930082049,.9359927419758036,.92134,0
D-E,2006,.948871113284298,.889098483024661,.854958555106397,.9617287901985674,.94126,0
D-E,2007,.842745601933008,.91510526507004,.9436720341472309,.9772530754463074,.96539,0
D-E,2008,.8764908401625751,.968437893483005,1.00562473626354,.9907554992518763,.98836,0
D-E,2009,.962910006174176,.9770903589631661,.9826333135711149,.9949341121793988,.98931,0
D-E,2010,1,1,1,1,1,0
D-E,2011,1.10230044993435,1.06691007059935,1.05280721525819,1.017739101505978,1.00943,0
D-E,2012,1.106324019464,1.09974081531879,1.09812967855236,1.028603410557745,1.02112,0
D-E,2013,1.10220609660827,1.09688077763209,1.09583129512256,1.032626183369822,1.02905,0
D-E,2014,1.16280990718373,1.09713663116266,1.06663754936438,1.031410048928839,1.03498,0
D-E,2015,1.2550179380355,1.10724559733421,1.03735068112699,1.030898669860722,1.04687,0
D-E,2016,1.26157556850792,1.113031098281629,1.042770972129199,1.036285248272532,1.052340030670166,1
D-E,2017,1.268157073346627,1.118837662503252,1.048210996785707,1.041691437601208,1.057829976081848,1
D-E,2018,1.280229239291083,1.129488388829292,1.058189395648087,1.051607773804305,1.067899942398071,1
D-E,2019,1.297117238081494,1.144387906789759,1.072148381027632,1.065479938465869,1.081987023353577,1
F,1952,,,,,,1
F,1953,,,,,,1
F,1954,,,,,,1
F,1955,,,,,,1
F,1956,,,,,,1
F,1957,,,,,,1
F,1958,,,,,,1
F,1959,,,,,,1
F,1960,,,,,,1
F,1961,,,,,,1
F,1962,,,,,,1
F,1963,,,,,,1
F,1964,,,,,,1
F,1965,,,,,,1
F,1966,,,,,,1
F,1967,,,,,,1
F,1968,,,,,,1
F,1969,,,,,,1
F,1970,,,,,.15977,0
F,1971,,,,,.1692,0
F,1972,,,,,.18071,0
F,1973,,,,,.19492,0
F,1974,,,,,.21796,0
F,1975,.164436272439282,.2111187307286167,.249510325343189,,.24795,0
F,1976,.18213,.2338356,.27635822,,.27463,0
F,1977,.19887,.25599918,.30305746,,.29875,0
F,1978,.22807,.28001819,.32148559,.3951031196971334,.32648,0
F,1979,.26197,.31125537,.3495544799999999,.4358744505676199,.36017,0
F,1980,.3041,.35467678,.39335202,.4960620120947767,.40227,0
F,1981,.32764,.39093277,.44019265,.5597495450163303,.44932,0
F,1982,.37448,.43648149,.48370389,.6326733277225651,.50367,0
F,1983,.40621,.46800071,.5143301,.6865399134403484,.5523,0
F,1984,.43149,.49682682,.5457818600000001,.7293136586108311,.59137,0
F,1985,.44588,.51610225,.5690594999999999,.7617239994968514,.62363,0
F,1986,.49448,.53510474,.5614563,.7895297251851026,.65524,0
F,1987,.52305,.5533395999999999,.5704876999999999,.8088940468781413,.67156,0
F,1988,.54413,.57193764,.58666803,.8283280733226913,.69313,0
F,1989,.53789,.5860524699999999,.61739113,.8498207447508541,.71599,0
F,1990,.5437299999999999,.60395615,.64532137,.8586975808085746,.73511,0
F,1991,.5602,.62582559,.67147053,.8821211351241308,.754,0
F,1992,.56623,.63710866,.68720415,.8771932681420896,.769,0
F,1993,.57408,.6480267000000001,.7006352300000001,.8696007063531881,.78161,0
F,1994,.56943,.65206188,.71226006,.8679314860560655,.78893,0
F,1995,.57069,.65691953,.7202152700000001,.8673846057345996,.79798,0
F,1996,.57663,.66496571,.72996365,.8731732364327884,.80889,0
F,1997,.59463,.6790283499999999,.7404252499999999,.8694265941298686,.81602,0
F,1998,.60288,.6864150499999999,.7470127999999999,.8661622825628201,.82379,0
F,1999,.61212,.6974951199999999,.7594735,.8673886454625638,.8256,0
